Connection Count,Handshake Duration (s),Version 1 Timestamp (s),Version 1 Bytes,Version 2 Timestamp (s),Version 2 Bytes,Verack 1 Timestamp (s),Verack 1 Bytes,Verack 2 Timestamp (s),Verack 2 Bytes
4760,0.046833992004395,1661038298.7675,242,1661038298.76913,242,1661038298.76935,90,1661038298.81434,90
4761,0.041635990142822,1661038299.64055,242,1661038299.64216,242,1661038299.6423,114,1661038299.68219,90
4762,0.022362947463989,1661038300.52159,242,1661038300.52342,242,1661038300.52364,90,1661038300.54396,90
4763,0.042752981185913,1661038301.38936,242,1661038301.39093,242,1661038301.39111,90,1661038301.43211,90
4764,0.029592037200928,1661038301.99107,242,1661038301.99273,242,1661038301.99294,90,1661038302.02066,90
4765,0.021152973175049,1661038302.65592,242,1661038302.65742,242,1661038302.65759,90,1661038302.67707,90
4766,0.038303852081299,1661038303.5331,242,1661038303.53468,242,1661038303.53485,90,1661038303.5714,114
4767,0.010322093963623,1661038304.40739,242,1661038304.40906,242,1661038304.40925,90,1661038304.41771,90
4768,0.032888174057007,1661038305.29616,242,1661038305.29785,242,1661038305.29804,90,1661038305.32905,90
4769,0.032704830169678,1661038306.173,242,1661038306.17454,242,1661038306.17475,90,1661038306.20571,90
4770,0.037935972213745,1661038307.03444,242,1661038307.03606,242,1661038307.03621,90,1661038307.07238,114
4771,0.039631128311157,1661038307.59978,242,1661038307.60132,242,1661038307.60151,90,1661038307.63941,90
4772,0.033870935440064,1661038308.22466,242,1661038308.22656,242,1661038308.22676,90,1661038308.25853,90
4773,0.051898956298828,1661038309.0993,242,1661038309.10089,242,1661038309.10102,90,1661038309.1512,90
4774,0.049477100372315,1661038309.97296,242,1661038309.97483,242,1661038309.97503,90,1661038310.02243,90
4775,0.01384711265564,1661038310.83451,242,1661038310.83613,242,1661038310.83632,90,1661038310.84836,90
4776,0.031789064407349,1661038311.70614,242,1661038311.70774,242,1661038311.7079,90,1661038311.73792,90
4777,0.040942907333374,1661038312.62622,242,1661038312.62782,242,1661038312.62794,90,1661038312.66716,90
4778,0.023463010787964,1661038313.52227,242,1661038313.52384,242,1661038313.5241,90,1661038313.54574,90
4779,0.00484299659729,1661038314.39729,242,1661038314.39888,242,1661038314.39917,90,1661038314.40213,90
4780,0.048624038696289,1661038315.27842,242,1661038315.27997,242,1661038315.28012,90,1661038315.32705,90
4781,0.019012928009033,1661038316.15658,242,1661038316.15819,242,1661038316.15837,90,1661038316.1756,90
4782,0.04433798789978,1661038317.04793,242,1661038317.04957,242,1661038317.04974,90,1661038317.09226,90
4783,0.031458139419556,1661038317.93133,242,1661038317.93302,242,1661038317.93327,90,1661038317.96278,90
4784,0.04394793510437,1661038318.68638,242,1661038318.688,242,1661038318.68817,90,1661038318.73033,90
4785,0.03584098815918,1661038319.1102,242,1661038319.112,242,1661038319.11226,90,1661038319.14604,114
4786,0.035439014434815,1661038319.99078,242,1661038319.99282,242,1661038319.99294,90,1661038320.02622,114
4787,0.02936315536499,1661038320.87465,242,1661038320.8762,242,1661038320.87667,90,1661038320.90401,90
4788,0.206196069717407,1661038321.74534,242,1661038321.74704,242,1661038321.74748,90,1661038321.95153,90
4789,0.022472143173218,1661038322.67153,242,1661038322.67308,242,1661038322.67345,90,1661038322.694,90
4790,0.023777961730957,1661038323.54631,242,1661038323.54788,242,1661038323.54833,90,1661038323.57009,90
4791,0.049748182296753,1661038324.20613,242,1661038324.2077,242,1661038324.20808,90,1661038324.25588,90
4792,0.012783050537109,1661038324.73549,242,1661038324.73706,242,1661038324.73746,90,1661038324.74827,90
4793,0.031821966171265,1661038325.61393,242,1661038325.61548,242,1661038325.61586,90,1661038325.64576,90
4794,0.004376888275146,1661038326.50602,242,1661038326.50763,242,1661038326.50783,90,1661038326.5104,90
4795,0.043146133422852,1661038327.37583,242,1661038327.37743,242,1661038327.37758,90,1661038327.41898,90
4796,0.032793998718262,1661038328.27341,242,1661038328.27497,242,1661038328.27511,90,1661038328.3062,90
4797,0.034271001815796,1661038329.1468,242,1661038329.14826,242,1661038329.14842,90,1661038329.18107,90
4798,0.010492086410523,1661038329.75297,242,1661038329.75486,242,1661038329.755,90,1661038329.76346,90
4799,0.021627902984619,1661038330.36255,242,1661038330.3641,242,1661038330.36425,90,1661038330.38417,90
4800,0.040596008300781,1661038331.22595,242,1661038331.22747,242,1661038331.22758,90,1661038331.26655,90
4801,0.026832103729248,1661038332.10476,242,1661038332.10641,242,1661038332.10659,90,1661038332.13159,114
4802,0.039308786392212,1661038332.97235,242,1661038332.97402,242,1661038332.97422,90,1661038333.01165,114
4803,0.048588991165161,1661038333.83518,242,1661038333.8368,242,1661038333.83695,90,1661038333.88377,114
4804,0.050370931625366,1661038334.70319,242,1661038334.70484,242,1661038334.70496,90,1661038334.75356,90
4805,0.003125905990601,1661038335.56789,242,1661038335.56952,242,1661038335.56964,90,1661038335.57101,90
4806,0.01349401473999,1661038336.42988,242,1661038336.43162,242,1661038336.43172,90,1661038336.44338,90
4807,0.028489112854004,1661038337.29392,242,1661038337.29558,242,1661038337.29572,90,1661038337.32241,114
4808,0.043197154998779,1661038338.15881,242,1661038338.16051,242,1661038338.16064,90,1661038338.202,90
4809,0.012728929519653,1661038339.02068,242,1661038339.02269,242,1661038339.02284,90,1661038339.03341,90
4810,0.029669046401978,1661038339.88439,242,1661038339.88632,242,1661038339.88647,90,1661038339.91406,90
4811,0.006788969039917,1661038340.74722,242,1661038340.74905,242,1661038340.7493,90,1661038340.75401,90
4812,0.009948015213013,1661038341.63255,242,1661038341.63432,242,1661038341.63442,90,1661038341.6425,90
4813,0.03939700126648,1661038342.49666,242,1661038342.49824,242,1661038342.49838,90,1661038342.53605,114
4814,0.029577016830444,1661038343.3787,242,1661038343.38016,242,1661038343.38033,90,1661038343.40827,90
4815,0.022874116897583,1661038344.24694,242,1661038344.24869,242,1661038344.2492,90,1661038344.26982,90
4816,0.045159101486206,1661038345.11314,242,1661038345.11489,242,1661038345.11534,90,1661038345.1583,90
4817,0.018088102340698,1661038345.98078,242,1661038345.98276,242,1661038345.98322,90,1661038345.99887,90
4818,0.024393081665039,1661038346.84432,242,1661038346.84644,242,1661038346.84695,90,1661038346.86871,90
4819,0.047354936599732,1661038347.71511,242,1661038347.71712,242,1661038347.71744,90,1661038347.76247,90
4820,0.022388935089111,1661038348.58409,242,1661038348.58594,242,1661038348.58648,90,1661038348.60648,90
4821,0.013076066970825,1661038349.4529,242,1661038349.45479,242,1661038349.45538,90,1661038349.46598,90
4822,0.03938102722168,1661038350.33296,242,1661038350.33472,242,1661038350.33528,90,1661038350.37234,90
4823,0.02363920211792,1661038351.20238,242,1661038351.20436,242,1661038351.20486,90,1661038351.22602,90
4824,0.006510972976685,1661038351.92342,242,1661038351.92552,242,1661038351.92602,90,1661038351.92993,90
4825,0.016377210617066,1661038352.40277,242,1661038352.40504,242,1661038352.40544,90,1661038352.41915,90
4826,0.014694929122925,1661038353.27058,242,1661038353.27229,242,1661038353.27272,90,1661038353.28527,90
4827,0.020146131515503,1661038354.19021,242,1661038354.19195,242,1661038354.1924,90,1661038354.21036,90
4828,0.005034923553467,1661038355.05298,242,1661038355.05469,242,1661038355.05518,90,1661038355.05801,90
4829,0.018855094909668,1661038355.92361,242,1661038355.92539,242,1661038355.92589,90,1661038355.94247,90
4830,0.005545854568481,1661038356.78179,242,1661038356.78334,242,1661038356.78379,90,1661038356.78734,90
