Connection Count,Handshake Duration (s),TCP Ending Handshake Timestamp (s),Version 1 Timestamp (s),Version 1 Bytes,Version 2 Timestamp (s),Version 2 Bytes,Verack 1 Timestamp (s),Verack 1 Bytes,Verack 2 Timestamp (s),Verack 2 Bytes
1349,0.035259008407593,1661110280.70519,1661110280.66993,168,1661110280.67027,168,1661110280.67044,90,1661110280.70519,114
1350,0.015468120574951,1661110286.26231,1661110286.24684,168,1661110286.24731,168,1661110286.2474,138,1661110286.26231,114
1351,0.001419067382813,1661110291.83592,1661110291.8345,168,1661110291.835,168,1661110291.83541,90,1661110291.83592,114
1352,0.044692039489746,1661110297.41123,1661110297.36654,168,1661110297.36694,168,1661110297.36731,90,1661110297.41123,90
1353,0.011899948120117,1661110302.91365,1661110302.90175,168,1661110302.9022,168,1661110302.90231,138,1661110302.91365,114
1354,0.027458906173706,1661110308.47126,1661110308.4438,168,1661110308.44476,168,1661110308.44498,90,1661110308.47126,90
1355,0.034931898117066,1661110314.0156,1661110313.98067,168,1661110313.98152,168,1661110313.98172,90,1661110314.0156,90
1356,0.031225919723511,1661110319.52833,1661110319.4971,168,1661110319.49742,168,1661110319.4976,90,1661110319.52833,90
1357,0.052309989929199,1661110325.08359,1661110325.03128,168,1661110325.03159,168,1661110325.03172,90,1661110325.08359,90
1358,0.022766828536987,1661110330.57604,1661110330.55328,168,1661110330.55372,168,1661110330.55388,90,1661110330.57604,114
1359,0.045186042785645,1661110336.13441,1661110336.08923,168,1661110336.08969,168,1661110336.08993,90,1661110336.13441,114
1360,0.007374048233032,1661110341.63567,1661110341.6283,168,1661110341.62867,168,1661110341.62884,90,1661110341.63567,114
1361,0.041889905929566,1661110347.18457,1661110347.14268,168,1661110347.1431,168,1661110347.14324,114,1661110347.18457,114
1362,0.034698963165283,1661110352.7226,1661110352.6879,168,1661110352.68832,168,1661110352.68848,90,1661110352.7226,114
1363,0.001221895217896,1661110358.20938,1661110358.20816,168,1661110358.20857,168,1661110358.20872,90,1661110358.20938,114
1364,0.055433988571167,1661110363.78884,1661110363.7334,168,1661110363.73374,168,1661110363.73387,114,1661110363.78884,114
1365,0.049696922302246,1661110369.35314,1661110369.30345,168,1661110369.30379,168,1661110369.30391,114,1661110369.35314,114
1366,0.041586875915527,1661110374.86191,1661110374.82033,168,1661110374.8207,168,1661110374.82085,90,1661110374.86191,90
1367,0.014953136444092,1661110380.35209,1661110380.33714,168,1661110380.33749,168,1661110380.33759,114,1661110380.35209,114
1368,0.001378059387207,1661110385.84981,1661110385.84843,168,1661110385.84896,168,1661110385.84915,90,1661110385.84981,90
1369,0.049551010131836,1661110391.43187,1661110391.38232,168,1661110391.38277,168,1661110391.38291,114,1661110391.43187,114
1370,0.028427124023438,1661110396.92326,1661110396.89483,168,1661110396.89528,168,1661110396.89541,114,1661110396.92326,114
1371,0.032580137252808,1661110402.45925,1661110402.42667,168,1661110402.42713,168,1661110402.42737,90,1661110402.45925,114
1372,0.04292106628418,1661110407.98393,1661110407.94101,168,1661110407.9415,168,1661110407.94165,90,1661110407.98393,114
1373,0.002125024795532,1661110413.44476,1661110413.44264,168,1661110413.44315,168,1661110413.44341,90,1661110413.44476,114
1374,0.031832933425903,1661110418.98232,1661110418.95049,168,1661110418.95108,168,1661110418.95123,114,1661110418.98232,114
1375,0.0100998878479,1661110424.50051,1661110424.49041,168,1661110424.49077,168,1661110424.49088,114,1661110424.50051,114
1376,0.01963996887207,1661110430.02592,1661110430.00628,168,1661110430.00752,168,1661110430.00769,90,1661110430.02592,114
1377,0.01171088218689,1661110435.53719,1661110435.52548,168,1661110435.52594,168,1661110435.52619,90,1661110435.53719,90
1378,0.014534950256348,1661110441.05238,1661110441.03784,168,1661110441.03819,168,1661110441.03832,90,1661110441.05238,90
1379,0.021764993667603,1661110446.56924,1661110446.54747,168,1661110446.54784,168,1661110446.54796,114,1661110446.56924,114
1380,0.015590906143189,1661110452.07145,1661110452.05586,168,1661110452.0563,168,1661110452.05652,90,1661110452.07145,90
1381,0.026135921478272,1661110457.60237,1661110457.57624,168,1661110457.57664,168,1661110457.57704,90,1661110457.60237,90
1382,0.019734859466553,1661110463.11042,1661110463.09069,168,1661110463.09108,168,1661110463.09138,90,1661110463.11042,90
1383,0.023615121841431,1661110468.6247,1661110468.60109,168,1661110468.60148,168,1661110468.60185,90,1661110468.6247,90
1384,0.003457069396973,1661110474.12686,1661110474.12341,168,1661110474.12388,168,1661110474.12419,90,1661110474.12686,90
1385,0.048501968383789,1661110479.69178,1661110479.64327,168,1661110479.64364,168,1661110479.64387,90,1661110479.69178,90
1386,0.026768922805786,1661110485.19099,1661110485.16422,168,1661110485.16472,168,1661110485.16501,90,1661110485.19099,90
1387,0.049273014068604,1661110490.72986,1661110490.68058,168,1661110490.68099,168,1661110490.68123,90,1661110490.72986,90
1388,0.001566171646118,1661110496.20355,1661110496.20199,168,1661110496.20239,168,1661110496.20286,90,1661110496.20355,90
1389,0.031787157058716,1661110501.75399,1661110501.72221,168,1661110501.72276,168,1661110501.72312,90,1661110501.75399,90
1390,0.004657983779907,1661110507.2625,1661110507.25784,168,1661110507.25828,168,1661110507.2588,90,1661110507.2625,114
1391,0.057272911071777,1661110512.86916,1661110512.81189,168,1661110512.81235,168,1661110512.81252,90,1661110512.86916,90
1392,0.006760120391846,1661110518.41801,1661110518.41125,168,1661110518.41185,168,1661110518.41203,90,1661110518.41801,114
1393,0.027359008789063,1661110523.9584,1661110523.93104,168,1661110523.93148,168,1661110523.93167,90,1661110523.9584,114
1394,0.020620107650757,1661110529.51195,1661110529.49133,168,1661110529.49177,168,1661110529.49197,90,1661110529.51195,114
1395,0.052473068237305,1661110535.1025,1661110535.05003,168,1661110535.05053,168,1661110535.05073,90,1661110535.1025,114
1396,0.029716968536377,1661110540.63674,1661110540.60703,168,1661110540.60753,168,1661110540.60765,114,1661110540.63674,114
1397,0.040252923965454,1661110546.1716,1661110546.13135,168,1661110546.13177,168,1661110546.13196,90,1661110546.1716,114
1398,0.038298845291138,1661110551.68785,1661110551.64955,168,1661110551.65045,168,1661110551.6506,90,1661110551.68785,114
1399,0.023333072662354,1661110557.19614,1661110557.17281,168,1661110557.17318,168,1661110557.17336,90,1661110557.19614,114
1400,0.049752950668335,1661110562.75201,1661110562.70226,168,1661110562.70268,168,1661110562.70283,90,1661110562.75201,114
1401,0.028094053268433,1661110579.34866,1661110579.32056,168,1661110579.32106,168,1661110579.32127,90,1661110579.34866,114
1402,0.024793148040772,1661110584.89668,1661110584.87188,168,1661110584.87231,168,1661110584.87252,90,1661110584.89668,114
1403,0.042882919311524,1661110590.46996,1661110590.42708,168,1661110590.42746,168,1661110590.42763,90,1661110590.46996,114
1404,0.01846194267273,1661110596.04531,1661110596.02685,168,1661110596.02733,168,1661110596.02751,90,1661110596.04531,90
1405,0.051846981048584,1661110601.62033,1661110601.56849,168,1661110601.56887,168,1661110601.56903,90,1661110601.62033,114
1406,0.045976877212525,1661110607.14155,1661110607.09558,168,1661110607.09595,168,1661110607.0961,90,1661110607.14155,114
1407,0.049564123153687,1661110612.6784,1661110612.62884,168,1661110612.6293,168,1661110612.62945,114,1661110612.6784,114
1408,0.023184061050415,1661110618.19671,1661110618.17352,168,1661110618.17388,168,1661110618.17399,114,1661110618.19671,114
1409,0.043417930603027,1661110623.79081,1661110623.74739,168,1661110623.74785,168,1661110623.748,114,1661110623.79081,114
1410,0.00482702255249,1661110629.27718,1661110629.27235,168,1661110629.27282,168,1661110629.27295,114,1661110629.27718,90
1411,0.030442953109741,1661110634.84882,1661110634.81838,168,1661110634.81882,168,1661110634.81896,114,1661110634.84882,90
1412,0.042505979537964,1661110640.40524,1661110640.36274,168,1661110640.3632,168,1661110640.36334,114,1661110640.40524,114
1413,0.037123203277588,1661110645.95926,1661110645.92214,168,1661110645.92264,168,1661110645.92281,90,1661110645.95926,114
1414,0.060837030410767,1661110651.51024,1661110651.4494,168,1661110651.44994,168,1661110651.45019,90,1661110651.51024,90
1415,0.002331972122192,1661110656.95839,1661110656.95606,168,1661110656.95642,168,1661110656.95658,90,1661110656.95839,90
1416,0.036139011383057,1661110662.54836,1661110662.51222,168,1661110662.51271,168,1661110662.51284,114,1661110662.54836,114
1417,0.003523111343384,1661110668.05895,1661110668.05543,168,1661110668.05646,168,1661110668.05659,90,1661110668.05895,90
1418,0.014137983322144,1661110673.5936,1661110673.57947,168,1661110673.58044,168,1661110673.58065,90,1661110673.5936,90
1419,0.040915012359619,1661110679.14199,1661110679.10107,168,1661110679.1015,168,1661110679.10169,90,1661110679.14199,90
1420,0.050831079483032,1661110684.67611,1661110684.62528,168,1661110684.62578,168,1661110684.62596,90,1661110684.67611,114
1421,0.020384073257446,1661110690.17565,1661110690.15527,168,1661110690.15566,168,1661110690.15584,90,1661110690.17565,114
1422,0.014166831970215,1661110695.70081,1661110695.68664,168,1661110695.687,168,1661110695.68721,90,1661110695.70081,114
1423,0.010457992553711,1661110701.24488,1661110701.23442,168,1661110701.23502,168,1661110701.23527,90,1661110701.24488,114
1424,0.028187036514282,1661110706.82307,1661110706.79489,168,1661110706.79538,168,1661110706.79557,90,1661110706.82307,90
1425,0.022709131240845,1661110712.36694,1661110712.34424,168,1661110712.34465,168,1661110712.34479,114,1661110712.36694,90
1426,0.028610944747925,1661110717.94096,1661110717.91235,168,1661110717.91272,168,1661110717.91286,90,1661110717.94096,90
1427,0.014687061309815,1661110723.48847,1661110723.47378,168,1661110723.47419,168,1661110723.47439,90,1661110723.48847,90
1428,0.053651094436646,1661110729.06538,1661110729.01173,168,1661110729.01214,168,1661110729.0123,90,1661110729.06538,90
1429,0.025124073028565,1661110734.57228,1661110734.54716,168,1661110734.54762,168,1661110734.54778,90,1661110734.57228,90
1430,0.033837080001831,1661110740.11129,1661110740.07746,168,1661110740.07794,168,1661110740.07845,90,1661110740.11129,90
1431,0.00134015083313,1661110745.58663,1661110745.58529,168,1661110745.58569,168,1661110745.58614,90,1661110745.58663,90
1432,0.002538919448853,1661110751.09999,1661110751.09745,168,1661110751.09785,168,1661110751.09828,90,1661110751.09999,114
1433,0.073201179504395,1661110756.68783,1661110756.61463,168,1661110756.61505,168,1661110756.61555,90,1661110756.68783,90
1434,0.027791023254395,1661110762.16153,1661110762.13373,168,1661110762.1343,168,1661110762.1345,90,1661110762.16153,90
1435,0.027444124221802,1661110767.69114,1661110767.6637,168,1661110767.66443,168,1661110767.66474,90,1661110767.69114,90
1436,0.031041145324707,1661110773.24071,1661110773.20967,168,1661110773.21005,168,1661110773.21044,90,1661110773.24071,90
1437,0.049655914306641,1661110778.79981,1661110778.75015,168,1661110778.75051,168,1661110778.75063,114,1661110778.79981,114
1438,0.047782897949219,1661110784.31984,1661110784.27206,168,1661110784.27282,168,1661110784.27294,90,1661110784.31984,114
1439,0.02531909942627,1661110789.83839,1661110789.81307,168,1661110789.81356,168,1661110789.81367,114,1661110789.83839,90
1440,0.04830813407898,1661110795.41274,1661110795.36444,168,1661110795.3651,168,1661110795.36522,114,1661110795.41274,90
1441,0.02742600440979,1661110800.91048,1661110800.88305,168,1661110800.88351,168,1661110800.88364,90,1661110800.91048,90
1442,0.021070957183838,1661110817.5137,1661110817.49262,168,1661110817.49304,168,1661110817.49325,90,1661110817.5137,114
1443,0.014347791671753,1661110823.01018,1661110822.99583,168,1661110822.99621,168,1661110822.99657,90,1661110823.01018,114
1444,0.054080963134766,1661110828.57272,1661110828.51864,168,1661110828.51913,168,1661110828.51937,90,1661110828.57272,90
1445,0.042700052261353,1661110834.07452,1661110834.03182,168,1661110834.03224,168,1661110834.03236,114,1661110834.07452,114
1446,0.0414719581604,1661110839.57595,1661110839.53448,168,1661110839.53547,168,1661110839.53569,90,1661110839.57595,90
1447,0.004784107208252,1661110845.04108,1661110845.0363,168,1661110845.0367,168,1661110845.03691,90,1661110845.04108,114
1448,0.020287036895752,1661110850.56564,1661110850.54535,168,1661110850.54571,168,1661110850.54614,90,1661110850.56564,90
1449,0.003706932067871,1661110856.05929,1661110856.05558,168,1661110856.05601,168,1661110856.05616,90,1661110856.05929,90
1450,0.007623910903931,1661110861.60858,1661110861.60096,168,1661110861.60137,168,1661110861.60156,90,1661110861.60858,90
1451,0.005389213562012,1661110867.14791,1661110867.14252,168,1661110867.1429,168,1661110867.1431,90,1661110867.14791,90
1452,0.043757915496826,1661110872.6987,1661110872.65494,168,1661110872.65546,168,1661110872.65561,90,1661110872.6987,114
1453,0.043300151824951,1661110878.22667,1661110878.18337,168,1661110878.18379,168,1661110878.18412,90,1661110878.22667,90
1454,0.04627799987793,1661110883.76621,1661110883.71993,168,1661110883.72038,168,1661110883.72067,90,1661110883.76621,90
1455,0.002825021743774,1661110889.28955,1661110889.28673,168,1661110889.28731,168,1661110889.28776,90,1661110889.28955,90
1456,0.055707931518555,1661110894.93301,1661110894.87731,168,1661110894.8778,168,1661110894.87823,90,1661110894.93301,114
1457,0.03135895729065,1661110900.49187,1661110900.46052,168,1661110900.46101,168,1661110900.4612,90,1661110900.49187,90
1458,0.053709030151367,1661110906.07847,1661110906.02476,168,1661110906.02516,168,1661110906.02559,90,1661110906.07847,114
1459,0.031979084014893,1661110911.61963,1661110911.58765,168,1661110911.58806,168,1661110911.58833,90,1661110911.61963,90
1460,0.001342058181763,1661110917.14429,1661110917.14294,168,1661110917.14318,168,1661110917.14329,90,1661110917.14429,90
1461,0.010926961898804,1661110922.694,1661110922.68307,168,1661110922.68355,168,1661110922.68375,90,1661110922.694,90
1462,0.052848100662232,1661110928.31289,1661110928.26004,168,1661110928.26046,168,1661110928.2606,114,1661110928.31289,90
1463,0.001431941986084,1661110933.79634,1661110933.79491,168,1661110933.7953,168,1661110933.79546,90,1661110933.79634,90
1464,0.004194974899292,1661110939.34034,1661110939.33614,168,1661110939.33664,168,1661110939.33683,90,1661110939.34034,90
1465,0.042102098464966,1661110944.92882,1661110944.88671,168,1661110944.88714,168,1661110944.88732,90,1661110944.92882,90
1466,0.016119003295899,1661110950.4286,1661110950.41248,168,1661110950.41295,168,1661110950.41311,90,1661110950.4286,90
1467,0.019614934921265,1661110955.95119,1661110955.93157,168,1661110955.93187,168,1661110955.932,90,1661110955.95119,90
1468,0.030638933181763,1661110961.51101,1661110961.48037,168,1661110961.48092,168,1661110961.48108,90,1661110961.51101,90
1469,0.021008968353272,1661110967.05354,1661110967.03253,168,1661110967.03344,168,1661110967.03391,90,1661110967.05354,90
1470,0.017822027206421,1661110972.5775,1661110972.55967,168,1661110972.56002,168,1661110972.56029,90,1661110972.5775,90
1471,0.041966915130615,1661110989.21474,1661110989.17277,168,1661110989.17322,168,1661110989.17342,90,1661110989.21474,114
1472,0.038145065307617,1661110994.74497,1661110994.70682,168,1661110994.70739,168,1661110994.70775,90,1661110994.74497,90
1473,0.006021976470947,1661111000.2372,1661111000.23118,168,1661111000.2316,168,1661111000.23194,90,1661111000.2372,90
1474,0.017772197723389,1661111005.80548,1661111005.78771,168,1661111005.78811,168,1661111005.7883,90,1661111005.80548,90
1475,0.021331071853638,1661111011.36156,1661111011.34023,168,1661111011.34068,168,1661111011.34104,90,1661111011.36156,90
1476,0.05074405670166,1661111016.92891,1661111016.87817,168,1661111016.87855,168,1661111016.87886,90,1661111016.92891,114
1477,0.004626989364624,1661111022.39578,1661111022.39116,168,1661111022.39168,168,1661111022.39182,114,1661111022.39578,90
1478,0.050367832183838,1661111027.95237,1661111027.902,168,1661111027.90239,168,1661111027.90251,114,1661111027.95237,114
1479,0.030892133712769,1661111033.45131,1661111033.42042,168,1661111033.42083,168,1661111033.42096,114,1661111033.45131,90
1480,0.001224040985107,1661111038.94565,1661111038.94442,168,1661111038.94486,168,1661111038.94505,114,1661111038.94565,114
1481,0.033951997756958,1661111044.51921,1661111044.48526,168,1661111044.48572,168,1661111044.48585,114,1661111044.51921,90
1482,0.027949094772339,1661111050.05711,1661111050.02916,168,1661111050.02972,168,1661111050.02986,114,1661111050.05711,90
1483,0.024708986282349,1661111055.60859,1661111055.58389,168,1661111055.58443,168,1661111055.58456,114,1661111055.60859,114
1484,0.018914937973023,1661111061.16581,1661111061.1469,168,1661111061.14748,168,1661111061.14767,90,1661111061.16581,114
1485,0.013303995132446,1661111066.72148,1661111066.70818,168,1661111066.70873,168,1661111066.70888,90,1661111066.72148,114
1486,0.049044847488403,1661111072.29851,1661111072.24946,168,1661111072.24987,168,1661111072.25006,114,1661111072.29851,114
1487,0.04381799697876,1661111077.85264,1661111077.80882,168,1661111077.80926,168,1661111077.80944,114,1661111077.85264,114
1488,0.007266044616699,1661111083.34587,1661111083.33861,168,1661111083.33905,168,1661111083.33932,90,1661111083.34587,114
1489,0.024588823318482,1661111088.89608,1661111088.87149,168,1661111088.87212,168,1661111088.87226,90,1661111088.89608,90
1490,0.005383014678955,1661111094.42297,1661111094.41759,168,1661111094.41806,168,1661111094.41823,90,1661111094.42297,114
1491,0.01147198677063,1661111100.02319,1661111100.01172,168,1661111100.01222,168,1661111100.01237,90,1661111100.02319,114
1492,0.028380155563355,1661111105.56913,1661111105.54075,168,1661111105.5411,168,1661111105.54124,90,1661111105.56913,90
1493,0.03245210647583,1661111111.09756,1661111111.06511,168,1661111111.06551,168,1661111111.06567,90,1661111111.09756,114
1494,0.005924940109253,1661111116.6489,1661111116.64297,168,1661111116.64338,168,1661111116.64368,90,1661111116.6489,114
1495,0.049746990203858,1661111122.23817,1661111122.18843,168,1661111122.18883,168,1661111122.18901,90,1661111122.23817,90
1496,0.008409976959229,1661111127.73507,1661111127.72666,168,1661111127.72708,168,1661111127.72728,90,1661111127.73507,114
1497,0.028563022613525,1661111133.27227,1661111133.2437,168,1661111133.24414,168,1661111133.24431,90,1661111133.27227,114
1498,0.034409999847412,1661111138.83579,1661111138.80138,168,1661111138.80183,168,1661111138.80198,90,1661111138.83579,90
1499,0.025969982147217,1661111144.3616,1661111144.33563,168,1661111144.33621,168,1661111144.33644,90,1661111144.3616,114
1500,0.03385591506958,1661111149.90566,1661111149.8718,168,1661111149.87223,168,1661111149.87256,90,1661111149.90566,90
1501,0.050945997238159,1661111155.50038,1661111155.44944,168,1661111155.44975,168,1661111155.44987,114,1661111155.50038,114
1502,0.022485017776489,1661111161.0099,1661111160.98742,168,1661111160.98793,168,1661111160.98809,90,1661111161.0099,114
1503,0.01661491394043,1661111166.53187,1661111166.51525,168,1661111166.51566,168,1661111166.5158,90,1661111166.53187,90
1504,0.028823137283325,1661111172.0694,1661111172.04058,168,1661111172.04099,168,1661111172.04115,90,1661111172.0694,114
1505,0.008693218231201,1661111177.56107,1661111177.55237,168,1661111177.55299,168,1661111177.5532,90,1661111177.56107,90
1506,0.005803823471069,1661111183.07144,1661111183.06563,168,1661111183.06602,168,1661111183.06622,90,1661111183.07144,90
1507,0.017187833786011,1661111188.63225,1661111188.61507,168,1661111188.61553,168,1661111188.61566,114,1661111188.63225,114
1508,0.047516822814942,1661111194.22109,1661111194.17357,168,1661111194.17401,168,1661111194.17413,114,1661111194.22109,114
1509,0.017616987228394,1661111199.73296,1661111199.71534,168,1661111199.71586,168,1661111199.71605,90,1661111199.73296,90
1510,0.037322998046875,1661111205.26141,1661111205.22409,168,1661111205.22444,168,1661111205.22461,90,1661111205.26141,90
1511,0.035110950469971,1661111210.76369,1661111210.72858,168,1661111210.7289,168,1661111210.7291,90,1661111210.76369,114
1512,0.012629985809326,1661111216.24564,1661111216.23301,168,1661111216.23339,168,1661111216.23358,90,1661111216.24564,90
1513,0.049941062927246,1661111221.79439,1661111221.74445,168,1661111221.74514,168,1661111221.74532,90,1661111221.79439,114
1514,0.026880979537964,1661111227.28428,1661111227.2574,168,1661111227.25787,168,1661111227.25797,114,1661111227.28428,114
1515,0.030595064163208,1661111232.79656,1661111232.76597,168,1661111232.7665,168,1661111232.76683,90,1661111232.79656,90
1516,0.049707889556885,1661111238.3407,1661111238.29099,168,1661111238.29126,168,1661111238.29133,114,1661111238.3407,114
1517,0.009836196899414,1661111243.80898,1661111243.79914,168,1661111243.79953,168,1661111243.79969,90,1661111243.80898,114
1518,0.048059940338135,1661111249.35931,1661111249.31125,168,1661111249.31163,168,1661111249.31182,90,1661111249.35931,90
1519,0.038151025772095,1661111254.87061,1661111254.83246,168,1661111254.83295,168,1661111254.83332,90,1661111254.87061,114
1520,0.025299072265625,1661111260.37098,1661111260.34569,168,1661111260.34603,168,1661111260.34615,114,1661111260.37098,90
1521,0.049798011779785,1661111265.91194,1661111265.86214,168,1661111265.8626,168,1661111265.86281,90,1661111265.91194,114
1522,0.023442983627319,1661111271.45722,1661111271.43378,168,1661111271.43416,168,1661111271.43441,90,1661111271.45722,90
1523,0.001627922058105,1661111276.96329,1661111276.96166,168,1661111276.96211,168,1661111276.96233,90,1661111276.96329,90
1524,0.043925046920776,1661111282.55927,1661111282.51534,168,1661111282.51582,168,1661111282.51599,90,1661111282.55927,114
1525,0.037050008773804,1661111288.12595,1661111288.0889,168,1661111288.0893,168,1661111288.08948,90,1661111288.12595,90
1526,0.052576065063477,1661111293.69746,1661111293.64489,168,1661111293.64531,168,1661111293.64543,114,1661111293.69746,90
1527,0.04955005645752,1661111299.28412,1661111299.23457,168,1661111299.23509,168,1661111299.23532,90,1661111299.28412,114
1528,0.004549026489258,1661111304.77708,1661111304.77253,168,1661111304.77296,168,1661111304.77309,114,1661111304.77708,90
1529,0.009373903274536,1661111310.30044,1661111310.29107,168,1661111310.29161,168,1661111310.29179,90,1661111310.30044,114
1530,0.017489910125733,1661111315.85306,1661111315.83557,168,1661111315.83628,168,1661111315.83641,114,1661111315.85306,90
1531,0.028453826904297,1661111321.38275,1661111321.3543,168,1661111321.35471,168,1661111321.35483,114,1661111321.38275,90
1532,0.014348983764649,1661111326.9053,1661111326.89095,168,1661111326.89152,168,1661111326.89171,90,1661111326.9053,90
1533,0.021769046783447,1661111332.4798,1661111332.45803,168,1661111332.45848,168,1661111332.45861,114,1661111332.4798,90
1534,0.029234886169434,1661111338.05045,1661111338.02121,168,1661111338.0217,168,1661111338.02183,114,1661111338.05045,90
1535,0.002289056777954,1661111343.5487,1661111343.54641,168,1661111343.54692,168,1661111343.54704,90,1661111343.5487,90
1536,0.020889043807983,1661111349.09971,1661111349.07882,168,1661111349.07942,168,1661111349.07958,90,1661111349.09971,114
1537,0.009141206741333,1661111354.60098,1661111354.59184,168,1661111354.59242,168,1661111354.5926,114,1661111354.60098,114
1538,0.014915943145752,1661111360.11717,1661111360.10225,168,1661111360.10258,168,1661111360.10277,90,1661111360.11717,90
1539,0.009046077728271,1661111365.64476,1661111365.63571,168,1661111365.63608,168,1661111365.63621,138,1661111365.64476,90
1540,0.020462036132813,1661111371.17105,1661111371.15058,168,1661111371.15122,168,1661111371.15142,114,1661111371.17105,114
1541,0.047783136367798,1661111376.72697,1661111376.67919,168,1661111376.6795,168,1661111376.67984,90,1661111376.72697,90
1542,0.026015996932983,1661111382.22823,1661111382.20221,168,1661111382.20263,168,1661111382.20278,114,1661111382.22823,90
1543,0.012658834457398,1661111387.73258,1661111387.71992,168,1661111387.72033,168,1661111387.72049,90,1661111387.73258,114
1544,0.041335821151733,1661111393.31534,1661111393.274,168,1661111393.27438,168,1661111393.27456,90,1661111393.31534,114
1545,0.051899909973145,1661111398.84263,1661111398.79074,168,1661111398.79138,168,1661111398.79166,90,1661111398.84263,114
1546,0.038589954376221,1661111404.35478,1661111404.31619,168,1661111404.3166,168,1661111404.31678,90,1661111404.35478,114
1547,0.015277147293091,1661111409.84713,1661111409.83185,168,1661111409.83226,168,1661111409.83245,90,1661111409.84713,114
1548,0.026786804199219,1661111415.38577,1661111415.35898,168,1661111415.36005,168,1661111415.3603,138,1661111415.38577,90
1549,0.037463903427124,1661111420.9398,1661111420.90234,168,1661111420.90343,168,1661111420.90357,90,1661111420.9398,114
1550,0.03843879699707,1661111426.47602,1661111426.43758,168,1661111426.43803,168,1661111426.4382,90,1661111426.47602,90
1551,0.053408861160278,1661111432.00513,1661111431.95172,168,1661111431.95208,168,1661111431.95231,90,1661111432.00513,114
1552,0.057231187820435,1661111437.55298,1661111437.49575,168,1661111437.49611,168,1661111437.49632,90,1661111437.55298,114
1553,0.010556936264038,1661111443.05582,1661111443.04526,168,1661111443.04562,168,1661111443.04578,90,1661111443.05582,90
1554,0.013191938400269,1661111448.57641,1661111448.56321,168,1661111448.56359,168,1661111448.56374,90,1661111448.57641,90
1555,0.026532888412476,1661111454.11142,1661111454.08488,168,1661111454.08526,168,1661111454.08537,114,1661111454.11142,114
1556,0.001558065414429,1661111459.62817,1661111459.62661,168,1661111459.62735,168,1661111459.62752,114,1661111459.62817,90
1557,0.011807918548584,1661111465.17986,1661111465.16806,168,1661111465.16856,168,1661111465.1687,114,1661111465.17986,90
1558,0.049620866775513,1661111470.7475,1661111470.69788,168,1661111470.69831,168,1661111470.69882,90,1661111470.7475,90
1559,0.009446144104004,1661111476.2448,1661111476.23536,168,1661111476.23594,168,1661111476.2361,90,1661111476.2448,90
1560,0.016369819641113,1661111481.81492,1661111481.79855,168,1661111481.79908,168,1661111481.79928,90,1661111481.81492,90
1561,0.040616989135742,1661111487.36763,1661111487.32702,168,1661111487.32745,168,1661111487.32762,90,1661111487.36763,90
1562,0.05194616317749,1661111492.88871,1661111492.83676,168,1661111492.83734,168,1661111492.8376,90,1661111492.88871,90
1563,0.020228862762451,1661111498.37385,1661111498.35362,168,1661111498.35411,168,1661111498.35428,90,1661111498.37385,90
1564,0.030933141708374,1661111503.90396,1661111503.87302,168,1661111503.87351,168,1661111503.87368,90,1661111503.90396,114
1565,0.035497903823853,1661111509.43691,1661111509.40141,168,1661111509.40196,168,1661111509.40215,90,1661111509.43691,114
1566,0.029457092285156,1661111514.96243,1661111514.93297,168,1661111514.93387,168,1661111514.93419,90,1661111514.96243,114
1567,0.03597903251648,1661111520.48339,1661111520.44741,168,1661111520.44789,168,1661111520.44809,90,1661111520.48339,114
1568,0.050345897674561,1661111526.05495,1661111526.0046,168,1661111526.005,168,1661111526.00517,90,1661111526.05495,114
1569,0.019689083099365,1661111531.56034,1661111531.54065,168,1661111531.54098,168,1661111531.54109,114,1661111531.56034,114
1570,0.048607110977173,1661111537.10558,1661111537.05697,168,1661111537.05742,168,1661111537.05753,114,1661111537.10558,114
1571,0.02945613861084,1661111542.62094,1661111542.59149,168,1661111542.59205,168,1661111542.59244,90,1661111542.62094,114
1572,0.004489898681641,1661111548.14976,1661111548.14527,168,1661111548.14577,168,1661111548.14591,114,1661111548.14976,114
1573,0.01421594619751,1661111553.69045,1661111553.67623,168,1661111553.67668,168,1661111553.67688,90,1661111553.69045,114
1574,0.028266191482544,1661111559.22637,1661111559.1981,168,1661111559.19856,168,1661111559.19871,90,1661111559.22637,90
1575,0.001629114151001,1661111564.73882,1661111564.73719,168,1661111564.73758,168,1661111564.73777,90,1661111564.73882,90
1576,0.0312979221344,1661111570.2883,1661111570.257,168,1661111570.2574,168,1661111570.25753,90,1661111570.2883,90
1577,0.041374921798706,1661111575.82492,1661111575.78355,168,1661111575.78402,168,1661111575.78414,114,1661111575.82492,114
1578,0.03016996383667,1661111581.34873,1661111581.31856,168,1661111581.31909,168,1661111581.31931,90,1661111581.34873,90
1579,0.032638788223267,1661111586.8868,1661111586.85416,168,1661111586.85461,168,1661111586.8548,90,1661111586.8868,114
1580,0.044978857040405,1661111592.41943,1661111592.37445,168,1661111592.37479,168,1661111592.37502,90,1661111592.41943,114
1581,0.0143301486969,1661111597.93934,1661111597.92501,168,1661111597.9254,168,1661111597.9255,114,1661111597.93934,90
1582,0.038834095001221,1661111603.52426,1661111603.48542,168,1661111603.48583,168,1661111603.48599,90,1661111603.52426,90
1583,0.013269186019898,1661111609.06735,1661111609.05408,168,1661111609.05493,168,1661111609.05529,90,1661111609.06735,90
