Connection Count,Handshake Duration (s),TCP Ending Handshake Timestamp (s),Version 1 Timestamp (s),Version 1 Bytes,Version 2 Timestamp (s),Version 2 Bytes,Verack 1 Timestamp (s),Verack 1 Bytes,Verack 2 Timestamp (s),Verack 2 Bytes
8781,0.002943992614746,1661152338.11071,1661152338.10777,168,1661152338.10843,168,1661152338.10864,90,1661152338.11071,90
8782,0.033053874969483,1661152343.68355,1661152343.6505,168,1661152343.65124,168,1661152343.65148,90,1661152343.68355,90
8783,0.015563011169434,1661152349.20162,1661152349.18605,168,1661152349.18672,168,1661152349.18723,90,1661152349.20162,90
8784,0.038389921188355,1661152354.75255,1661152354.71416,168,1661152354.71481,168,1661152354.71524,90,1661152354.75255,114
8785,0.027132034301758,1661152360.26441,1661152360.23728,168,1661152360.2377,168,1661152360.23787,90,1661152360.26441,114
8786,0.016207933425903,1661152365.78461,1661152365.7684,168,1661152365.76911,168,1661152365.76931,90,1661152365.78461,90
8787,0.024769067764282,1661152371.34659,1661152371.32182,168,1661152371.3226,168,1661152371.32327,90,1661152371.34659,90
8788,0.049901962280274,1661152376.89519,1661152376.84528,168,1661152376.84576,168,1661152376.84593,90,1661152376.89519,90
8789,0.013761043548584,1661152382.40549,1661152382.39173,168,1661152382.39236,168,1661152382.39255,90,1661152382.40549,114
8790,0.049722909927368,1661152387.98175,1661152387.93203,168,1661152387.93293,168,1661152387.93313,90,1661152387.98175,114
8791,0.053307056427002,1661152393.52052,1661152393.46722,168,1661152393.46779,168,1661152393.46801,90,1661152393.52052,114
8792,0.035769939422608,1661152399.04604,1661152399.01027,168,1661152399.01186,168,1661152399.01204,90,1661152399.04604,90
8793,0.044083118438721,1661152404.58548,1661152404.54139,168,1661152404.54216,168,1661152404.5428,90,1661152404.58548,114
8794,0.044975996017456,1661152410.12729,1661152410.08232,168,1661152410.08364,168,1661152410.08379,90,1661152410.12729,114
8795,0.001289844512939,1661152415.66888,1661152415.66759,168,1661152415.66817,168,1661152415.66836,90,1661152415.66888,90
8796,0.041706800460816,1661152421.27409,1661152421.23239,168,1661152421.23312,168,1661152421.23327,114,1661152421.27409,114
8797,0.028646945953369,1661152426.78619,1661152426.75754,168,1661152426.75792,168,1661152426.75807,90,1661152426.78619,90
8798,0.048305988311768,1661152432.36701,1661152432.31871,168,1661152432.31955,168,1661152432.31975,90,1661152432.36701,90
8799,0.031362056732178,1661152437.89604,1661152437.86468,168,1661152437.86522,168,1661152437.8654,90,1661152437.89604,90
8800,0.039201021194458,1661152443.44985,1661152443.41065,168,1661152443.41134,168,1661152443.41149,90,1661152443.44985,90
8801,0.006500005722046,1661152448.96162,1661152448.95512,168,1661152448.95556,168,1661152448.9557,90,1661152448.96162,90
8802,0.03298020362854,1661152465.74347,1661152465.71049,168,1661152465.71126,168,1661152465.71155,90,1661152465.74347,90
8803,0.005740165710449,1661152471.26063,1661152471.25489,168,1661152471.25546,168,1661152471.25562,90,1661152471.26063,90
8804,0.020294904708862,1661152476.83742,1661152476.81712,168,1661152476.81816,168,1661152476.81829,90,1661152476.83742,90
8805,0.016428947448731,1661152482.41473,1661152482.3983,168,1661152482.39903,168,1661152482.39932,90,1661152482.41473,90
8806,0.024741172790527,1661152487.99873,1661152487.97399,168,1661152487.97439,168,1661152487.97457,90,1661152487.99873,114
8807,0.013887166976929,1661152493.52871,1661152493.51482,168,1661152493.5156,168,1661152493.51606,90,1661152493.52871,90
8808,0.028043985366821,1661152499.06263,1661152499.03458,168,1661152499.03521,168,1661152499.03545,90,1661152499.06263,114
8809,0.020266056060791,1661152504.57436,1661152504.55409,168,1661152504.55455,168,1661152504.55465,114,1661152504.57436,90
8810,0.066932916641235,1661152510.13832,1661152510.07139,168,1661152510.0718,168,1661152510.07201,90,1661152510.13832,114
8811,0.040643930435181,1661152515.63002,1661152515.58938,168,1661152515.59038,168,1661152515.59071,90,1661152515.63002,114
8812,0.035055160522461,1661152521.14112,1661152521.10606,168,1661152521.1065,168,1661152521.10663,114,1661152521.14112,114
8813,0.007987976074219,1661152526.66694,1661152526.65895,168,1661152526.65938,168,1661152526.65978,90,1661152526.66694,114
8814,0.016939878463745,1661152532.19427,1661152532.17733,168,1661152532.17792,168,1661152532.17895,90,1661152532.19427,114
8815,0.024259090423584,1661152537.73239,1661152537.70813,168,1661152537.70861,168,1661152537.70903,90,1661152537.73239,90
8816,0.050644159317017,1661152543.28723,1661152543.23659,168,1661152543.23695,168,1661152543.23723,90,1661152543.28723,114
8817,0.036782026290894,1661152548.79319,1661152548.7564,168,1661152548.75703,168,1661152548.75718,90,1661152548.79319,90
8818,0.031213998794556,1661152554.30412,1661152554.2729,168,1661152554.27338,168,1661152554.27394,90,1661152554.30412,90
8819,0.0298011302948,1661152559.82818,1661152559.79837,168,1661152559.79886,168,1661152559.79905,90,1661152559.82818,90
8820,0.004191875457764,1661152565.31961,1661152565.31542,168,1661152565.31588,168,1661152565.31611,90,1661152565.31961,90
8821,0.039580821990967,1661152570.87235,1661152570.83277,168,1661152570.83329,168,1661152570.83359,90,1661152570.87235,90
8822,0.035938024520874,1661152576.39585,1661152576.35991,168,1661152576.36045,168,1661152576.36066,90,1661152576.39585,114
8823,0.033162117004395,1661152581.91918,1661152581.88601,168,1661152581.88641,168,1661152581.88658,90,1661152581.91918,90
8824,0.00636100769043,1661152587.41155,1661152587.40519,168,1661152587.40558,168,1661152587.406,90,1661152587.41155,90
8825,0.046982049942017,1661152592.97616,1661152592.92918,168,1661152592.92954,168,1661152592.92967,114,1661152592.97616,90
8826,0.039638042449951,1661152598.48971,1661152598.45007,168,1661152598.45069,168,1661152598.45099,90,1661152598.48971,114
8827,0.024914979934692,1661152603.99641,1661152603.9715,168,1661152603.97191,168,1661152603.97214,90,1661152603.99641,114
8828,0.007863998413086,1661152609.52181,1661152609.51394,168,1661152609.5146,168,1661152609.51479,90,1661152609.52181,90
8829,0.061161041259766,1661152615.12051,1661152615.05934,168,1661152615.0599,168,1661152615.06016,90,1661152615.12051,114
8830,0.024379014968872,1661152620.6277,1661152620.60332,168,1661152620.60366,168,1661152620.60379,90,1661152620.6277,114
8831,0.00161600112915,1661152626.17404,1661152626.17242,168,1661152626.17312,168,1661152626.1733,90,1661152626.17404,90
8832,0.049278974533081,1661152631.804,1661152631.75472,168,1661152631.75532,168,1661152631.75546,114,1661152631.804,114
8833,0.036952972412109,1661152637.34795,1661152637.311,168,1661152637.31184,168,1661152637.31211,90,1661152637.34795,114
8834,0.041727066040039,1661152642.90682,1661152642.86509,168,1661152642.86562,168,1661152642.86583,90,1661152642.90682,114
8835,0.001869916915894,1661152648.41988,1661152648.41801,168,1661152648.41898,168,1661152648.41972,114,1661152648.41988,90
8836,0.050582885742188,1661152654.08186,1661152654.03128,168,1661152654.03191,168,1661152654.0324,90,1661152654.08186,90
8837,0.052613019943237,1661152659.63096,1661152659.57835,168,1661152659.57888,168,1661152659.57901,138,1661152659.63096,114
8838,0.01771879196167,1661152665.12634,1661152665.10862,168,1661152665.10915,168,1661152665.10933,90,1661152665.12634,114
8839,0.023474931716919,1661152670.66554,1661152670.64206,168,1661152670.64263,168,1661152670.64275,114,1661152670.66554,90
8840,0.007110834121704,1661152676.19673,1661152676.18962,168,1661152676.19043,168,1661152676.191,90,1661152676.19673,114
8841,0.00151801109314,1661152681.74553,1661152681.74401,168,1661152681.74452,168,1661152681.7447,90,1661152681.74553,90
8842,0.049775838851929,1661152687.3564,1661152687.30663,168,1661152687.30762,168,1661152687.30781,90,1661152687.3564,114
8843,0.008601188659668,1661152692.89811,1661152692.88951,168,1661152692.89034,168,1661152692.8905,90,1661152692.89811,114
8844,0.049429893493652,1661152698.49323,1661152698.4438,168,1661152698.4446,168,1661152698.44476,114,1661152698.49323,114
8845,0.012939929962158,1661152703.98686,1661152703.97392,168,1661152703.97544,168,1661152703.97568,90,1661152703.98686,90
8846,0.044072151184082,1661152709.57082,1661152709.52674,168,1661152709.52757,168,1661152709.5277,114,1661152709.57082,114
8847,0.063444137573242,1661152726.26944,1661152726.206,168,1661152726.20642,168,1661152726.20658,90,1661152726.26944,114
8848,0.034604072570801,1661152731.82105,1661152731.78645,168,1661152731.78705,168,1661152731.78759,90,1661152731.82105,90
8849,0.063812971115112,1661152737.38392,1661152737.32011,168,1661152737.3207,168,1661152737.32121,90,1661152737.38392,90
8850,0.005247116088867,1661152742.86117,1661152742.85592,168,1661152742.85641,168,1661152742.85661,90,1661152742.86117,90
8851,0.023037195205689,1661152748.40663,1661152748.3836,168,1661152748.38406,168,1661152748.38429,90,1661152748.40663,90
8852,0.028607130050659,1661152753.95615,1661152753.92754,168,1661152753.92799,168,1661152753.92818,90,1661152753.95615,90
8853,0.020684003829956,1661152759.48547,1661152759.46478,168,1661152759.46532,168,1661152759.46546,114,1661152759.48547,90
8854,0.031844854354858,1661152765.02403,1661152764.99219,168,1661152764.99299,168,1661152764.99322,114,1661152765.02403,90
8855,0.045889854431152,1661152770.55811,1661152770.51222,168,1661152770.51299,168,1661152770.51336,90,1661152770.55811,114
8856,0.024467945098877,1661152776.06491,1661152776.04044,168,1661152776.04129,168,1661152776.0414,114,1661152776.06491,114
8857,0.027040004730225,1661152781.61831,1661152781.59127,168,1661152781.59242,168,1661152781.59256,90,1661152781.61831,90
8858,0.025799036026001,1661152787.13528,1661152787.10948,168,1661152787.11016,168,1661152787.11036,114,1661152787.13528,90
8859,0.020753860473633,1661152792.67409,1661152792.65333,168,1661152792.65376,168,1661152792.65403,90,1661152792.67409,90
8860,0.02695107460022,1661152798.24979,1661152798.22284,168,1661152798.22417,168,1661152798.22436,90,1661152798.24979,114
8861,0.008852958679199,1661152803.74509,1661152803.73624,168,1661152803.73679,168,1661152803.73699,90,1661152803.74509,114
8862,0.020489931106567,1661152809.32963,1661152809.30914,168,1661152809.30951,168,1661152809.30984,90,1661152809.32963,114
8863,0.024697065353394,1661152814.85912,1661152814.83442,168,1661152814.83502,168,1661152814.83522,90,1661152814.85912,114
8864,0.008159875869751,1661152820.41654,1661152820.40838,168,1661152820.40904,168,1661152820.40923,90,1661152820.41654,114
